"Ticker","CIK","ADSH","INCOMETAXESPAID","DDATE","SIC.x","PERIOD","FP","FY","Name","Exchange","SIC.y","Business","Incorporated","IRS","Market Cap","Enterprise Value","Trailing P/E","Forward P/E","PEG Ratio","Price/Sales","Price/Book","Enterprise Value/Revenue","Enterprise Value/EBITDA","Fiscal Year Ends","Most Recent Quarter","Profit Margin","Operating Margin","Return on Assets","Return on Equity","Revenue","Revenue Per Share","Qtrly Revenue Growth","Gross Profit","EBITDA","Net Income Avl to Common","Diluted EPS","Qtrly Earnings Growth","Total Cash","Total Cash Per Share","Total Debt","Total Debt/Equity","Current Ratio","Book Value Per Share","Operating Cash Flow","Levered Free Cash Flow","Beta","52-Week Change","S&P500 52-Week Change","52-Week High","52-Week Low","50-Day Moving Average","200-Day Moving Average","Avg Vol","Avg Vol 1","Shares Outstanding","Float","% Held by Insiders","% Held by Institutions","Shares Short","Short Ratio","Short % of Float","Shares Short 2","Forward Annual Dividend Rate","Forward Annual Dividend Yield","Trailing Annual Dividend Yield","Trailing Annual Dividend Yield 3","5 Year Average Dividend Yield","Payout Ratio","Dividend Date","Ex-Dividend Date","Last Split Factor","Last Split Date","mc","taxes","tmratio"
"AEL","1039828","0001039828-15-000042","128225000","20131231","6311","20141231","FY","2014","American Equity Investment Life Holding Co","NYSE",6311,"IA","IA",421447959,"1.07B","1.32B","4.83","4.70","0.50","0.69","0.54","0.87","3.45","Dec 31","Dec 31, 2015","14.47%","24.91%","0.51%","10.76%","1.52B","19.24","-9.10%","653.46M","383.38M","219.83M","2.72","8.20%","397.75M","4.88","646.45M","33.24","3.47","23.83","N/A","N/A","2.22","-55.44%","-11.22%","30.02","12.65","18.53","23.85","697,886","1,085,700","81.58M","78.70M","3.29%","90.10%","43.00K","13.32","12.11%","43.00K","0.22","1.72%","0.22","1.70%","0.88%","7.39%","Dec 14, 2015","Nov 25, 2015","3:1","Jun 30, 2000",1.07e+09,128225000,0.119836448598131
"AER","1378789","0001047469-15-002957","1518000","20121231","7359","20141231","FY","2014","Aercap Holdings NV","NYSE",7359,"P7","P7",NA,"5.54B","33.55B","4.87","4.68","0.44","0.99","0.65","6.36","13.09","Dec 31","Sep 30, 2015","23.00%","47.96%","3.63%","15.33%","5.27B","25.40","6.20%","3.50B","2.56B","1.21B","5.76","-12.00%","1.32B","6.67","29.32B","360.38","0.80","40.80","3.23B","-856.88M","2.24","-35.15%","-11.22%","51.50","24.61","33.68","40.43","3,388,010","4,067,180","197.53M","193.25M","14.23%","100.20%","9.34M","2.51","8.77%","10.07M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",5.54e+09,1518000,0.000274007220216607
"AER","1378789","0001047469-15-002957","4966000","20131231","7359","20141231","FY","2014","Aercap Holdings NV","NYSE",7359,"P7","P7",NA,"5.54B","33.55B","4.87","4.68","0.44","0.99","0.65","6.36","13.09","Dec 31","Sep 30, 2015","23.00%","47.96%","3.63%","15.33%","5.27B","25.40","6.20%","3.50B","2.56B","1.21B","5.76","-12.00%","1.32B","6.67","29.32B","360.38","0.80","40.80","3.23B","-856.88M","2.24","-35.15%","-11.22%","51.50","24.61","33.68","40.43","3,388,010","4,067,180","197.53M","193.25M","14.23%","100.20%","9.34M","2.51","8.77%","10.07M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",5.54e+09,4966000,0.000896389891696751
"AER","1378789","0001047469-15-002957","37630000","20141231","7359","20141231","FY","2014","Aercap Holdings NV","NYSE",7359,"P7","P7",NA,"5.54B","33.55B","4.87","4.68","0.44","0.99","0.65","6.36","13.09","Dec 31","Sep 30, 2015","23.00%","47.96%","3.63%","15.33%","5.27B","25.40","6.20%","3.50B","2.56B","1.21B","5.76","-12.00%","1.32B","6.67","29.32B","360.38","0.80","40.80","3.23B","-856.88M","2.24","-35.15%","-11.22%","51.50","24.61","33.68","40.43","3,388,010","4,067,180","197.53M","193.25M","14.23%","100.20%","9.34M","2.51","8.77%","10.07M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",5.54e+09,37630000,0.00679241877256318
"AF","910322","0000910322-15-000003","28820000","20131231","6035","20141231","FY","2014","Astoria Financial Corp","NYSE",6035,"NY","DE",113170868,"1.48B","5.23B","18.53","24.00","4.81","3.54","0.94","12.84","N/A","Dec 31","Dec 31, 2015","21.64%","33.00%","0.57%","5.43%","406.96M","4.09","2.40%","N/A","N/A","79.30M","0.79","-20.80%","200.54M","2.01","3.96B","N/A","N/A","15.36","N/A","N/A","0.53","10.99%","-11.22%","18.13","12.47","15.00","15.89","828,566","924,812","100.79M","95.57M","20.13%","78.90%","3.20M","3.02","3.57%","3.27M","0.16","1.11%","0.16","1.10%","2.56%","18.91%","Mar 1, 2016","Feb 10, 2016","3:2","Mar 2, 2005",1.48e+09,28820000,0.019472972972973
"AF","910322","0000910322-15-000003","21658000","20141231","6035","20141231","FY","2014","Astoria Financial Corp","NYSE",6035,"NY","DE",113170868,"1.48B","5.23B","18.53","24.00","4.81","3.54","0.94","12.84","N/A","Dec 31","Dec 31, 2015","21.64%","33.00%","0.57%","5.43%","406.96M","4.09","2.40%","N/A","N/A","79.30M","0.79","-20.80%","200.54M","2.01","3.96B","N/A","N/A","15.36","N/A","N/A","0.53","10.99%","-11.22%","18.13","12.47","15.00","15.89","828,566","924,812","100.79M","95.57M","20.13%","78.90%","3.20M","3.02","3.57%","3.27M","0.16","1.11%","0.16","1.10%","2.56%","18.91%","Mar 1, 2016","Feb 10, 2016","3:2","Mar 2, 2005",1.48e+09,21658000,0.0146337837837838
"AF","910322","0000910322-15-000003","6002000","20121231","6035","20141231","FY","2014","Astoria Financial Corp","NYSE",6035,"NY","DE",113170868,"1.48B","5.23B","18.53","24.00","4.81","3.54","0.94","12.84","N/A","Dec 31","Dec 31, 2015","21.64%","33.00%","0.57%","5.43%","406.96M","4.09","2.40%","N/A","N/A","79.30M","0.79","-20.80%","200.54M","2.01","3.96B","N/A","N/A","15.36","N/A","N/A","0.53","10.99%","-11.22%","18.13","12.47","15.00","15.89","828,566","924,812","100.79M","95.57M","20.13%","78.90%","3.20M","3.02","3.57%","3.27M","0.16","1.11%","0.16","1.10%","2.56%","18.91%","Mar 1, 2016","Feb 10, 2016","3:2","Mar 2, 2005",1.48e+09,6002000,0.00405540540540541
"AFSI","1365555","0001365555-15-000048","8414000","20121231","6331","20141231","FY","2014","Amtrust Financial Services Inc","NASDAQ",6331,"NY","DE",43106389,"4.40B","4.37B","8.95","7.28","0.66","0.87","1.89","0.94","6.49","Dec 31","Dec 31, 2015","10.80%","12.67%","N/A","20.43%","4.66B","28.26","15.40%","884.79M","673.31M","472.00M","2.80","-5.50%","966.56M","5.83","1.18B","42.13","N/A","12.91","N/A","N/A","1.30","-9.81%","-11.22%","35.94","24.20","28.14","30.79","1,058,300","1,027,680","175.83M","83.25M","52.74%","46.10%","5.51M","5.89","7.04%","5.21M","0.60","2.46%","0.55","2.30%","1.43%","18.17%","Apr 15, 2016","Dec 30, 2015","11:10","Aug 16, 2013",4.4e+09,8414000,0.00191227272727273
"AFSI","1365555","0001365555-15-000048","85619000","20141231","6331","20141231","FY","2014","Amtrust Financial Services Inc","NASDAQ",6331,"NY","DE",43106389,"4.40B","4.37B","8.95","7.28","0.66","0.87","1.89","0.94","6.49","Dec 31","Dec 31, 2015","10.80%","12.67%","N/A","20.43%","4.66B","28.26","15.40%","884.79M","673.31M","472.00M","2.80","-5.50%","966.56M","5.83","1.18B","42.13","N/A","12.91","N/A","N/A","1.30","-9.81%","-11.22%","35.94","24.20","28.14","30.79","1,058,300","1,027,680","175.83M","83.25M","52.74%","46.10%","5.51M","5.89","7.04%","5.21M","0.60","2.46%","0.55","2.30%","1.43%","18.17%","Apr 15, 2016","Dec 30, 2015","11:10","Aug 16, 2013",4.4e+09,85619000,0.0194588636363636
"AFSI","1365555","0001365555-15-000048","65652000","20131231","6331","20141231","FY","2014","Amtrust Financial Services Inc","NASDAQ",6331,"NY","DE",43106389,"4.40B","4.37B","8.95","7.28","0.66","0.87","1.89","0.94","6.49","Dec 31","Dec 31, 2015","10.80%","12.67%","N/A","20.43%","4.66B","28.26","15.40%","884.79M","673.31M","472.00M","2.80","-5.50%","966.56M","5.83","1.18B","42.13","N/A","12.91","N/A","N/A","1.30","-9.81%","-11.22%","35.94","24.20","28.14","30.79","1,058,300","1,027,680","175.83M","83.25M","52.74%","46.10%","5.51M","5.89","7.04%","5.21M","0.60","2.46%","0.55","2.30%","1.43%","18.17%","Apr 15, 2016","Dec 30, 2015","11:10","Aug 16, 2013",4.4e+09,65652000,0.0149209090909091
"AGIO","1439222","0001193125-15-060046","3549000","20121231","2834","20141231","FY","2014","Agios Pharmaceuticals Inc","NASDAQ",2834,"MA","DE",NA,"1.42B","1.07B","N/A","N/A","N/A","19.93","3.58","15.83","-10.48","Dec 31","Sep 30, 2015","-153.66%","-154.77%","-18.18%","-35.58%","67.54M","1.84","-83.80%","65.36M","-101.97M","-103.77M","-2.82","N/A","352.36M","9.36","0.00","N/A","7.47","9.99","-54.19M","-31.93M","0.94","-65.17%","-11.22%","126.35","33.50","48.78","70.36","788,786","1,214,620","37.64M","29.27M","25.39%","82.10%","6.55M","7.41","32.19%","6.03M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",1.42e+09,3549000,0.00249929577464789
"AGIO","1439222","0001193125-15-060046","5980000","20141231","2834","20141231","FY","2014","Agios Pharmaceuticals Inc","NASDAQ",2834,"MA","DE",NA,"1.42B","1.07B","N/A","N/A","N/A","19.93","3.58","15.83","-10.48","Dec 31","Sep 30, 2015","-153.66%","-154.77%","-18.18%","-35.58%","67.54M","1.84","-83.80%","65.36M","-101.97M","-103.77M","-2.82","N/A","352.36M","9.36","0.00","N/A","7.47","9.99","-54.19M","-31.93M","0.94","-65.17%","-11.22%","126.35","33.50","48.78","70.36","788,786","1,214,620","37.64M","29.27M","25.39%","82.10%","6.55M","7.41","32.19%","6.03M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",1.42e+09,5980000,0.0042112676056338
"AGNC","1423689","0001423689-15-000006","3e+06","20141231","6798","20141231","FY","2014","American Capital Agency Corp","NASDAQ",6798,"MD","",261701984,"5.92B","51.75B","32.71","N/A","N/A","16.44","0.76","146.17","N/A","Dec 31","Dec 31, 2015","60.73%","60.73%","0.35%","2.47%","354.00M","1.01","N/A","-119.00M","N/A","187.00M","0.54","N/A","2.90B","8.60","48.73B","611.38","0.11","22.62","N/A","N/A","0.10","-20.03%","-11.22%","22.05","15.69","17.22","18.34","3,757,100","5,969,450","337.50M","335.52M","0.21%","61.10%","9.58M","2.29","2.72%","7.09M","2.40","13.92%","2.46","14.30%","16.40%","N/A","Mar 8, 2016","Jan 27, 2016","N/A","N/A",5.92e+09,3e+06,0.000506756756756757
"AGNC","1423689","0001423689-15-000006","1e+07","20121231","6798","20141231","FY","2014","American Capital Agency Corp","NASDAQ",6798,"MD","",261701984,"5.92B","51.75B","32.71","N/A","N/A","16.44","0.76","146.17","N/A","Dec 31","Dec 31, 2015","60.73%","60.73%","0.35%","2.47%","354.00M","1.01","N/A","-119.00M","N/A","187.00M","0.54","N/A","2.90B","8.60","48.73B","611.38","0.11","22.62","N/A","N/A","0.10","-20.03%","-11.22%","22.05","15.69","17.22","18.34","3,757,100","5,969,450","337.50M","335.52M","0.21%","61.10%","9.58M","2.29","2.72%","7.09M","2.40","13.92%","2.46","14.30%","16.40%","N/A","Mar 8, 2016","Jan 27, 2016","N/A","N/A",5.92e+09,1e+07,0.00168918918918919
"AGNC","1423689","0001423689-15-000006","2.5e+07","20131231","6798","20141231","FY","2014","American Capital Agency Corp","NASDAQ",6798,"MD","",261701984,"5.92B","51.75B","32.71","N/A","N/A","16.44","0.76","146.17","N/A","Dec 31","Dec 31, 2015","60.73%","60.73%","0.35%","2.47%","354.00M","1.01","N/A","-119.00M","N/A","187.00M","0.54","N/A","2.90B","8.60","48.73B","611.38","0.11","22.62","N/A","N/A","0.10","-20.03%","-11.22%","22.05","15.69","17.22","18.34","3,757,100","5,969,450","337.50M","335.52M","0.21%","61.10%","9.58M","2.29","2.72%","7.09M","2.40","13.92%","2.46","14.30%","16.40%","N/A","Mar 8, 2016","Jan 27, 2016","N/A","N/A",5.92e+09,2.5e+07,0.00422297297297297
"AIRM","816159","0001571049-15-001464","43041000","20121231","4522","20141231","FY","2014","Air Methods Corp","NASDAQ",4522,"CO","DE",840915893,"1.45B","2.11B","13.58","11.35","0.65","1.37","2.58","1.99","7.42","Dec 31","Sep 30, 2015","10.13%","19.04%","8.89%","21.58%","1.06B","27.06","12.40%","401.98M","284.49M","108.96M","2.71","38.40%","14.96M","0.38","680.79M","119.18","2.39","14.32","184.33M","-53.05M","1.60","-19.32%","-11.22%","54.98","32.81","38.64","39.16","410,084","273,950","39.30M","35.80M","8.94%","115.00%","11.58M","26.48","38.45%","11.82M","N/A","N/A","N/A","N/A","N/A","N/A","Dec 28, 2012","Dec 18, 2012","3:1","Dec 31, 2012",1.45e+09,43041000,0.0296834482758621
"AIRM","816159","0001571049-15-001464","15386000","20141231","4522","20141231","FY","2014","Air Methods Corp","NASDAQ",4522,"CO","DE",840915893,"1.45B","2.11B","13.58","11.35","0.65","1.37","2.58","1.99","7.42","Dec 31","Sep 30, 2015","10.13%","19.04%","8.89%","21.58%","1.06B","27.06","12.40%","401.98M","284.49M","108.96M","2.71","38.40%","14.96M","0.38","680.79M","119.18","2.39","14.32","184.33M","-53.05M","1.60","-19.32%","-11.22%","54.98","32.81","38.64","39.16","410,084","273,950","39.30M","35.80M","8.94%","115.00%","11.58M","26.48","38.45%","11.82M","N/A","N/A","N/A","N/A","N/A","N/A","Dec 28, 2012","Dec 18, 2012","3:1","Dec 31, 2012",1.45e+09,15386000,0.0106110344827586
"AIRM","816159","0001571049-15-001464","17404000","20131231","4522","20141231","FY","2014","Air Methods Corp","NASDAQ",4522,"CO","DE",840915893,"1.45B","2.11B","13.58","11.35","0.65","1.37","2.58","1.99","7.42","Dec 31","Sep 30, 2015","10.13%","19.04%","8.89%","21.58%","1.06B","27.06","12.40%","401.98M","284.49M","108.96M","2.71","38.40%","14.96M","0.38","680.79M","119.18","2.39","14.32","184.33M","-53.05M","1.60","-19.32%","-11.22%","54.98","32.81","38.64","39.16","410,084","273,950","39.30M","35.80M","8.94%","115.00%","11.58M","26.48","38.45%","11.82M","N/A","N/A","N/A","N/A","N/A","N/A","Dec 28, 2012","Dec 18, 2012","3:1","Dec 31, 2012",1.45e+09,17404000,0.0120027586206897
"AIT","109563","0000109563-15-000129","51816000","20130630","5080","20150630","FY","2015","Applied Industrial Technologies Inc","NYSE",5080,"OH","OH",340117420,"1.54B","1.85B","15.00","14.57","1.78","0.59","2.18","0.71","8.67","Jun 30","Dec 31, 2015","4.02%","6.59%","7.59%","14.09%","2.61B","65.35","-11.80%","769.81M","213.26M","104.89M","2.61","-19.40%","55.63M","1.42","366.99M","51.87","3.53","18.03","186.31M","203.76M","0.79","-7.66%","-11.22%","45.56","35.55","38.61","39.90","225,818","244,625","39.26M","36.61M","8.20%","90.80%","1.05M","4.64","3.29%","1.14M","1.12","2.85%","1.09","2.80%","2.12%","41.37%","Feb 29, 2016","Feb 11, 2016","3:2","Jun 16, 2006",1.54e+09,51816000,0.0336467532467532
"AIT","109563","0000109563-15-000129","51548000","20140630","5080","20150630","FY","2015","Applied Industrial Technologies Inc","NYSE",5080,"OH","OH",340117420,"1.54B","1.85B","15.00","14.57","1.78","0.59","2.18","0.71","8.67","Jun 30","Dec 31, 2015","4.02%","6.59%","7.59%","14.09%","2.61B","65.35","-11.80%","769.81M","213.26M","104.89M","2.61","-19.40%","55.63M","1.42","366.99M","51.87","3.53","18.03","186.31M","203.76M","0.79","-7.66%","-11.22%","45.56","35.55","38.61","39.90","225,818","244,625","39.26M","36.61M","8.20%","90.80%","1.05M","4.64","3.29%","1.14M","1.12","2.85%","1.09","2.80%","2.12%","41.37%","Feb 29, 2016","Feb 11, 2016","3:2","Jun 16, 2006",1.54e+09,51548000,0.0334727272727273
"AIT","109563","0000109563-15-000129","69272000","20150630","5080","20150630","FY","2015","Applied Industrial Technologies Inc","NYSE",5080,"OH","OH",340117420,"1.54B","1.85B","15.00","14.57","1.78","0.59","2.18","0.71","8.67","Jun 30","Dec 31, 2015","4.02%","6.59%","7.59%","14.09%","2.61B","65.35","-11.80%","769.81M","213.26M","104.89M","2.61","-19.40%","55.63M","1.42","366.99M","51.87","3.53","18.03","186.31M","203.76M","0.79","-7.66%","-11.22%","45.56","35.55","38.61","39.90","225,818","244,625","39.26M","36.61M","8.20%","90.80%","1.05M","4.64","3.29%","1.14M","1.12","2.85%","1.09","2.80%","2.12%","41.37%","Feb 29, 2016","Feb 11, 2016","3:2","Jun 16, 2006",1.54e+09,69272000,0.0449818181818182
"AIV","922864","0000922864-15-000011","1056000","20121231","6798","20141231","FY","2014","Apartment Investment & Management Co","NYSE",6798,"CO","MD",841259577,"5.64B","10.16B","23.72","14.42","1.91","5.82","3.81","10.62","18.19","Dec 31","Dec 31, 2015","25.99%","26.77%","2.62%","16.09%","956.95M","6.17","3.00%","603.74M","558.64M","235.97M","1.52","77.50%","50.79M","0.33","3.87B","209.15","0.37","9.40","N/A","N/A","0.25","-5.90%","-11.22%","41.33","34.71","38.46","38.18","1,358,750","2,021,780","156.42M","154.15M","0.91%","102.90%","3.28M","2.35","2.86%","2.69M","1.32","3.69%","0.90","2.50%","2.67%","356.44%","Feb 29, 2016","Feb 17, 2016","N/A","N/A",5.64e+09,1056000,0.000187234042553191
"AIV","922864","0000922864-15-000011","629000","20131231","6798","20141231","FY","2014","Apartment Investment & Management Co","NYSE",6798,"CO","MD",841259577,"5.64B","10.16B","23.72","14.42","1.91","5.82","3.81","10.62","18.19","Dec 31","Dec 31, 2015","25.99%","26.77%","2.62%","16.09%","956.95M","6.17","3.00%","603.74M","558.64M","235.97M","1.52","77.50%","50.79M","0.33","3.87B","209.15","0.37","9.40","N/A","N/A","0.25","-5.90%","-11.22%","41.33","34.71","38.46","38.18","1,358,750","2,021,780","156.42M","154.15M","0.91%","102.90%","3.28M","2.35","2.86%","2.69M","1.32","3.69%","0.90","2.50%","2.67%","356.44%","Feb 29, 2016","Feb 17, 2016","N/A","N/A",5.64e+09,629000,0.000111524822695035
"AIV","922864","0000922864-15-000011","1657000","20141231","6798","20141231","FY","2014","Apartment Investment & Management Co","NYSE",6798,"CO","MD",841259577,"5.64B","10.16B","23.72","14.42","1.91","5.82","3.81","10.62","18.19","Dec 31","Dec 31, 2015","25.99%","26.77%","2.62%","16.09%","956.95M","6.17","3.00%","603.74M","558.64M","235.97M","1.52","77.50%","50.79M","0.33","3.87B","209.15","0.37","9.40","N/A","N/A","0.25","-5.90%","-11.22%","41.33","34.71","38.46","38.18","1,358,750","2,021,780","156.42M","154.15M","0.91%","102.90%","3.28M","2.35","2.86%","2.69M","1.32","3.69%","0.90","2.50%","2.67%","356.44%","Feb 29, 2016","Feb 17, 2016","N/A","N/A",5.64e+09,1657000,0.000293794326241135
"AIZ","1267238","0001193125-15-054288","289850000","20121231","6321","20141231","FY","2014","Assurant Inc","NYSE",6321,"","",391126612,"4.42B","5.65B","32.72","9.39","1.53","0.43","0.99","0.55","14.54","Dec 31","Dec 31, 2015","1.37%","2.48%","0.52%","2.92%","10.33B","151.48","-2.90%","2.29B","388.51M","141.55M","2.05","32.10%","N/A","N/A","1.17B","25.89","0.82","67.79","N/A","N/A","0.59","10.19%","-11.22%","87.20","59.73","77.73","79.24","661,266","1,192,490","65.84M","65.80M","1.26%","97.80%","1.52M","2.45","2.23%","1.30M","2.00","2.99%","1.37","2.10%","1.74%","63.63%","Mar 14, 2016","Feb 25, 2016","N/A","N/A",4.42e+09,289850000,0.0655769230769231
"AIZ","1267238","0001193125-15-054288","132487000","20131231","6321","20141231","FY","2014","Assurant Inc","NYSE",6321,"","",391126612,"4.42B","5.65B","32.72","9.39","1.53","0.43","0.99","0.55","14.54","Dec 31","Dec 31, 2015","1.37%","2.48%","0.52%","2.92%","10.33B","151.48","-2.90%","2.29B","388.51M","141.55M","2.05","32.10%","N/A","N/A","1.17B","25.89","0.82","67.79","N/A","N/A","0.59","10.19%","-11.22%","87.20","59.73","77.73","79.24","661,266","1,192,490","65.84M","65.80M","1.26%","97.80%","1.52M","2.45","2.23%","1.30M","2.00","2.99%","1.37","2.10%","1.74%","63.63%","Mar 14, 2016","Feb 25, 2016","N/A","N/A",4.42e+09,132487000,0.0299744343891403
"AIZ","1267238","0001193125-15-054288","247771000","20141231","6321","20141231","FY","2014","Assurant Inc","NYSE",6321,"","",391126612,"4.42B","5.65B","32.72","9.39","1.53","0.43","0.99","0.55","14.54","Dec 31","Dec 31, 2015","1.37%","2.48%","0.52%","2.92%","10.33B","151.48","-2.90%","2.29B","388.51M","141.55M","2.05","32.10%","N/A","N/A","1.17B","25.89","0.82","67.79","N/A","N/A","0.59","10.19%","-11.22%","87.20","59.73","77.73","79.24","661,266","1,192,490","65.84M","65.80M","1.26%","97.80%","1.52M","2.45","2.23%","1.30M","2.00","2.99%","1.37","2.10%","1.74%","63.63%","Mar 14, 2016","Feb 25, 2016","N/A","N/A",4.42e+09,247771000,0.0560567873303167
"AJG","354190","0001193125-15-047308","47500000","20121231","6411","20141231","FY","2014","Gallagher Arthur J & Co","NYSE",6411,"IL","DE",362151613,"6.81B","8.79B","18.68","12.46","1.72","1.26","1.84","1.66","10.82","Dec 31","Dec 31, 2015","6.73%","9.23%","2.92%","11.13%","5.30B","30.78","7.50%","4.63B","812.10M","356.80M","2.06","21.00%","480.40M","2.71","2.46B","66.62","1.03","20.57","652.60M","586.10M","1.12","-19.81%","-11.22%","49.59","35.96","38.33","42.39","1,276,620","1,195,410","177.03M","175.11M","0.88%","84.20%","2.82M","2.07","1.71%","2.71M","1.52","4.00%","1.48","3.90%","3.53%","71.84%","Mar 18, 2016","Mar 2, 2016","2:1","Jan 19, 2001",6.81e+09,47500000,0.00697503671071953
"AJG","354190","0001193125-15-047308","72900000","20141231","6411","20141231","FY","2014","Gallagher Arthur J & Co","NYSE",6411,"IL","DE",362151613,"6.81B","8.79B","18.68","12.46","1.72","1.26","1.84","1.66","10.82","Dec 31","Dec 31, 2015","6.73%","9.23%","2.92%","11.13%","5.30B","30.78","7.50%","4.63B","812.10M","356.80M","2.06","21.00%","480.40M","2.71","2.46B","66.62","1.03","20.57","652.60M","586.10M","1.12","-19.81%","-11.22%","49.59","35.96","38.33","42.39","1,276,620","1,195,410","177.03M","175.11M","0.88%","84.20%","2.82M","2.07","1.71%","2.71M","1.52","4.00%","1.48","3.90%","3.53%","71.84%","Mar 18, 2016","Mar 2, 2016","2:1","Jan 19, 2001",6.81e+09,72900000,0.010704845814978
"AJG","354190","0001193125-15-047308","49200000","20131231","6411","20141231","FY","2014","Gallagher Arthur J & Co","NYSE",6411,"IL","DE",362151613,"6.81B","8.79B","18.68","12.46","1.72","1.26","1.84","1.66","10.82","Dec 31","Dec 31, 2015","6.73%","9.23%","2.92%","11.13%","5.30B","30.78","7.50%","4.63B","812.10M","356.80M","2.06","21.00%","480.40M","2.71","2.46B","66.62","1.03","20.57","652.60M","586.10M","1.12","-19.81%","-11.22%","49.59","35.96","38.33","42.39","1,276,620","1,195,410","177.03M","175.11M","0.88%","84.20%","2.82M","2.07","1.71%","2.71M","1.52","4.00%","1.48","3.90%","3.53%","71.84%","Mar 18, 2016","Mar 2, 2016","2:1","Jan 19, 2001",6.81e+09,49200000,0.00722466960352423
"AKAM","1086222","0001086222-15-000066","94833000","20121231","7389","20141231","FY","2014","Akamai Technologies Inc","NASDAQ",7389,"MA","DE",43432319,"9.03B","8.86B","28.52","16.32","1.34","3.96","2.79","4.03","11.77","Dec 31","Dec 31, 2015","14.63%","21.25%","7.13%","10.60%","2.20B","12.32","8.00%","1.35B","752.86M","321.41M","1.78","-8.90%","749.56M","4.24","624.29M","20.00","3.77","17.63","764.15M","290.91M","1.30","-27.86%","-11.22%","78.44","39.43","47.01","61.88","2,908,620","5,358,800","177.94M","171.92M","2.80%","89.10%","5.66M","1.87","3.26%","5.82M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",9.03e+09,94833000,0.0105019933554817
"AKAM","1086222","0001086222-15-000066","63508000","20131231","7389","20141231","FY","2014","Akamai Technologies Inc","NASDAQ",7389,"MA","DE",43432319,"9.03B","8.86B","28.52","16.32","1.34","3.96","2.79","4.03","11.77","Dec 31","Dec 31, 2015","14.63%","21.25%","7.13%","10.60%","2.20B","12.32","8.00%","1.35B","752.86M","321.41M","1.78","-8.90%","749.56M","4.24","624.29M","20.00","3.77","17.63","764.15M","290.91M","1.30","-27.86%","-11.22%","78.44","39.43","47.01","61.88","2,908,620","5,358,800","177.94M","171.92M","2.80%","89.10%","5.66M","1.87","3.26%","5.82M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",9.03e+09,63508000,0.00703300110741971
"AKAM","1086222","0001086222-15-000066","166211000","20141231","7389","20141231","FY","2014","Akamai Technologies Inc","NASDAQ",7389,"MA","DE",43432319,"9.03B","8.86B","28.52","16.32","1.34","3.96","2.79","4.03","11.77","Dec 31","Dec 31, 2015","14.63%","21.25%","7.13%","10.60%","2.20B","12.32","8.00%","1.35B","752.86M","321.41M","1.78","-8.90%","749.56M","4.24","624.29M","20.00","3.77","17.63","764.15M","290.91M","1.30","-27.86%","-11.22%","78.44","39.43","47.01","61.88","2,908,620","5,358,800","177.94M","171.92M","2.80%","89.10%","5.66M","1.87","3.26%","5.82M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",9.03e+09,166211000,0.0184065337763012
